subject_id,file,sr,duration,rms_mean,rms_std,zcr_mean,spec_centroid_mean,spec_rolloff_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,f0_mean,f0_std,jitter_local,shimmer_local,hnr
2010014,01.wav,44100,4.56324263038549,0.00154205656144768,0.00145224994048476,0.0224361516497462,2010.42950708611,3982.494869329,-699.036977778847,86.8056907362037,130.904131686502,23.9932252806844,11.6185694666806,31.1967593310329,25.7751734297911,19.3964218408969,9.00709269097201,16.4776967974821,29.2551511401075,16.4050803737312,6.15964034692943,11.1412167713141,7.51566067601313,9.87227964001118,6.44107669605388,11.0773682765571,-0.991673993963354,9.09689973312077,7.09637501912015,7.57683687535932,3.52098332543696,7.38179894242477,2.86696150484786,7.58496179150898,102.49486760951,9.00445913892187,0.0356136966180261,0.146635763426216,10.1399673616147
2010014,02.wav,44100,21.0385487528345,0.00157558417413384,0.0011838247301057,0.027790016978075,1989.27503840111,3718.36729307432,-686.695433538759,78.5406609631551,142.945079771818,33.159190277603,10.1036622896113,26.0972576274963,30.1664363881296,27.8759650117423,6.56470918083808,17.5100827405926,29.0597303136802,13.8744074172239,0.312275896656469,15.2633236524879,9.13410412450252,9.53392995981866,10.6946415996955,9.06324411666816,-5.28573667570553,11.6186767019556,5.77081953014806,7.77299092560719,2.06156919052703,9.55459911144573,2.55885178962403,7.81083736121085,142.348311940353,140.644024668824,0.046542535775199,0.147644959246406,8.28380239674007
2010014,03.wav,44100,33.5885260770975,0.00206635915674269,0.00157120276708156,0.032758036562716,2045.72955332234,3927.01933148324,-659.86362756132,82.3412440648996,138.331022197451,32.3365030648362,8.67665943415554,31.4032457317106,27.6693644253421,26.7923698026021,4.84602924872319,19.8074104310598,29.497259651179,15.2208915183472,-0.239612306242434,15.7747928919145,8.18359181919963,10.5942572129665,9.00275432240804,10.6528685811188,-6.6028370392832,12.4615029063693,6.12288756903254,8.04560433428483,1.58405329120346,10.295684287645,2.15481087841919,7.86226103878916,141.416444906208,147.389941197135,0.0374524872868836,0.124104378402494,9.59358963075019
2010014,04.wav,44100,13.7105215419501,0.00175983319059014,0.00119204074144363,0.0317812797682049,2024.43516614352,3835.04342023444,-669.829865597313,71.8641538002509,149.340305139347,35.3094694216815,5.60767912102059,27.8092420838618,33.3142165649464,29.3902576099129,5.6800199739797,17.6414668648864,29.8013237404394,15.294258269964,-3.28934899506145,15.3049141744118,7.62971500080359,10.4928574492579,11.18120552864,10.8315014792665,-8.73889395845764,11.4315578633281,7.28575158656355,7.2819318051565,1.81838700078003,9.8915985002438,1.17122147798484,8.15117690512913,108.842425707779,10.2389676963062,0.0421075799603592,0.166489711484079,8.49776598737651
2010014,05.wav,44100,15.7789342403628,0.00192613527178764,0.00147577759344131,0.0276873420266544,1939.43838649315,3561.63929658778,-670.576209144245,82.4054604248032,140.375608396835,37.5361301822932,13.8846938873177,28.9532534254753,28.2330953902115,26.6715423715288,5.89985950897185,19.1685643486008,22.7188496589874,16.0718382593584,2.94741372281234,12.8816498840897,5.80639229232002,10.2393879050211,9.14610753630297,9.46929939062579,-3.25834688015348,11.5116317503457,4.0581056853054,7.85156011367492,1.24270464649465,8.49336734305461,2.76159640996538,7.17753667488678,105.008792453263,11.6630757267766,0.0380253741013745,0.133862158524983,9.63059479146034
2010014,06.wav,44100,4.29984126984127,0.00217371294274926,0.00183526112232357,0.0335176781502695,1955.80079256323,3430.10576356132,-666.21345811802,83.4194544545922,141.571598365313,46.4962290949083,16.1614151100649,31.4976735462102,26.6366205554002,21.6066570715691,5.44802969795349,20.920066810162,16.5840278531042,18.8008850689105,3.41317930708243,15.6949407479984,8.24614521089709,10.5164081309697,4.84331082232989,10.6237023163651,-5.33339311182465,11.9266110519011,3.415527541201,7.22915995964164,2.1379600583077,10.9282024915016,2.6109619763358,8.16961043415719,107.64463489445,16.6832241746866,0.034099250020033,0.129339464076612,8.89688308358983
2010014,07.wav,44100,31.8835600907029,0.00328186783008277,0.0027980871964246,0.0332114792842192,2115.04297855745,4020.26548493243,-635.195269203035,91.3180352805002,126.130343549077,38.7374212799784,15.0937853889223,32.2870989217499,31.3870073384326,26.0190971307938,3.99908389796354,19.4911469721895,26.2007979952068,16.5863570945032,-1.70053607469123,16.4314151654883,4.35525283957892,11.3124717525072,8.58483472304165,9.30817863647106,-9.01472745273271,14.5167187816274,-0.114240259249488,9.36085846607987,-1.5896673914344,10.4517131605037,-1.1494697062665,8.89153498372376,125.108717881284,90.1635674940799,0.0231942025157485,0.090089254240944,13.6378198690431
2010014,08.wav,44100,16.4932653061225,0.00209015933796763,0.00222640670835972,0.0214472642505278,1866.04978643658,3422.32455549569,-688.767907576542,88.4249357406924,128.412657417274,29.8096033600516,24.9647766436381,27.3041670297472,25.033771932204,22.0299975297029,5.94971747536491,17.6394472299309,23.8593950167356,13.3864960926373,3.72614225037435,14.6458406728009,6.00436744586773,10.2812776155468,10.2931457268311,8.3875212453153,-3.57122841103679,12.9330947348117,2.32049671405308,7.71903399529785,0.793090863837465,8.15633589330561,0.279467868260406,7.71511276690177,108.972761901808,11.4745409301258,0.0273751218731601,0.0946575628638045,13.2720128255988
2010014,09.wav,44100,2.89866213151927,0.00237663509324193,0.00183255586307496,0.035884765625,2219.02204507291,4292.51484375,-657.913068214709,95.1134823434995,133.733477542872,36.7805431980813,5.04683923072834,36.7127924497381,34.9334346271727,17.4971737789232,-1.06065147995195,16.2368010055228,29.4951106362617,17.2217057854245,2.72673323320372,15.1961964119192,5.71981793853655,9.73477786033117,7.4943451426533,9.16434742677123,-11.4169167199131,15.2469858451241,1.26392501116051,9.91865181666982,2.09780032226011,9.97979164650253,-4.28547704632884,8.62628798360799,114.945851085641,11.4711092857109,0.0247562629889126,0.0825061119736566,12.9998506568801
2010014,10.wav,44100,22.4065759637188,0.00228682719171047,0.00162755325436592,0.036461200615285,2050.44483567693,3655.81350692196,-659.038395006352,85.1795046109414,137.459786930344,36.9601637646872,8.61445627837139,37.3340365010284,28.8350352212212,23.1355650685553,5.041882362173,19.0840123199904,31.4046972667408,17.9829765646519,-1.10213231500896,15.2450551844433,8.18371586124378,9.59484887250398,8.2942800719152,10.2422830156272,-10.0651751187797,13.0192802136809,4.84709351457879,7.14479379931871,1.7482391813129,10.3231072103121,-1.89851881353683,8.34967758995301,103.111252790518,11.2506275800597,0.0312011066377612,0.113211585165671,11.3289443674735
